"X"	gene	Excel_gene	exTh17	YFPNeg	Th17	LN_Naive	LN_Memory
10353	Gm2878	'Gm2878	0	0	0	0	0
10354	Gm3486	'Gm3486	0	0	0	0	0
10355	Gm17061	'Gm17061	0	0	0	0	0
10356	Gm7970	'Gm7970	0	0	0	0	0
10357	Gm17159	'Gm17159	0	0	0	0	0
10358	Gm3072	'Gm3072	0	0	0	0	0
10359	Gm3077	'Gm3077	0	0	0	0	0
10360	Gm3676	'Gm3676	0	0	0	0	0
10361	Gm8068	'Gm8068	0	0	0	0	0
10362	Gm7929	'Gm7929	0	0	0	0	0
10363	Gm17062	'Gm17062	0	0	0	0	0
10364	Gm7980	'Gm7980	0	0	0	0	0
10365	Gm9890	'Gm9890	0	0	0	0	0
10366	Gm6401	'Gm6401	0	0	0	0	0
10367	Gm3543	'Gm3543	0	0	0	0	0
10368	Gm17063	'Gm17063	0	0	0	0	0
10369	Gm2930	'Gm2930	0	0	0	0	0
10370	1700091H14Rik	'1700091H14Rik	0	0	0	0	0
10371	Gm7951	'Gm7951	0	0	0	0	0
10372	Gm17064	'Gm17064	0	0	0	0	0
10373	Gm17027	'Gm17027	0	0	0	0	0
10374	Gm17166	'Gm17166	0	0	0	0	0
10375	Gm3573	'Gm3573	0	0	0	0	0
10376	Gm17038	'Gm17038	0	0	0	0	0
10377	Gm17026	'Gm17026	0	0	0	0	0
10378	Gm25208	'Gm25208	0	0	0	0	0
10379	Gm25892	'Gm25892	0	0	0	0	0
10380	Gm9611	'Gm9611	0	0	0	0	0
10381	Gm17164	'Gm17164	0	0	0	0	0
10382	Gm2951	'Gm2951	0	0	0	0	0
10383	Gm8005	'Gm8005	0	0	0	0	0
10384	Gm2966	'Gm2966	0	0	0	0	0
10385	Gm8020	'Gm8020	0	0	0	0	0
10386	Gm8024	'Gm8024	0	0	0	0	0
10387	Gm17204	'Gm17204	0	0	0	0	0
10388	Gm17124	'Gm17124	0	0	0	0	0
10389	Gm25228	'Gm25228	0	0	0	0	0
10390	Gm23620	'Gm23620	0	0	0	0	0
10391	Gm3633	'Gm3633	0	0	0	0	0
10392	Gm17162	'Gm17162	0	0	0	0	0
10393	Gm5929	'Gm5929	0	0	0	0	0
10394	Gm17161	'Gm17161	0	0	0	0	0
10395	Gm3015	'Gm3015	0	0	0	0	0
10396	Gm3025	'Gm3025	0	0	0	0	0
10397	Gm10377	'Gm10377	0	0	0	0	0
10398	Gm21977	'Gm21977	0	0	0	0	0
10399	Gm3102	'Gm3102	0	0	0	0	0
10400	Gm8082	'Gm8082	0	0	0	0	0
10401	Gm3111	'Gm3111	0	0	0	0	0
10402	Gm10376	'Gm10376	0	0	0	0	0
10403	Gm3123	'Gm3123	0	0	0	0	0
10404	Gm8094	'Gm8094	0	0	0	0	0
10405	Gm7236	'Gm7236	0	0	0	0.115756	0
10406	Gm8114	'Gm8114	0	0	0	0	0
10407	Gm3141	'Gm3141	0	0	0	0	0
10408	Gm7316	'Gm7316	0	0	0	0	0
10409	Gm8122	'Gm8122	0	0	0	0	0
10410	Gm17153	'Gm17153	0	0	0	0	0
10411	Gm8127	'Gm8127	0	0	0	0	0
10412	Gm17155	'Gm17155	0	0	0	0	0
10413	Gm17154	'Gm17154	0	0	0	0	0
10414	1700001F09Rik	'1700001F09Rik	0	0	0	0	0
10415	Gm8138	'Gm8138	0	0	0	0	0
10416	Gm3216	'Gm3216	0	0	0	0	0
10417	Gm17654	'Gm17654	0	0	0	0	0
10418	Gm3221	'Gm3221	0	0	0	0	0
10419	Gm10375	'Gm10375	0	0	0	0	0
10420	Gm8161	'Gm8161	0	0	0	0	0
10421	Gm8165	'Gm8165	0	0	0	0	0
10422	Gm9672	'Gm9672	0	0	0	0	0
10423	Gm16506	'Gm16506	0	0	0	0	0
10424	Gm9587	'Gm9587	0	0	0	0	0
10425	Gm8180	'Gm8180	0	0	0	0	0
10426	Ear1	'Ear1	47.1512	38.7281	68.6697	0	0.0758604
10427	Ear-ps12	'Ear-ps12	0	0	0	0	0
10428	Ear-ps9	'Ear-ps9	0	0	0	0	0
10429	Ear-ps8	'Ear-ps8	0	0	0	0	0
10430	Ear10	'Ear10	0	0	0.453877	0	0
10431	Ear-ps7	'Ear-ps7	0	0	0	0	0
10432	Ang6	'Ang6	0	0	0	0	0
10433	Gm8194	'Gm8194	0	0	0	0	0
10434	Gm3287	'Gm3287	0	0	0	0	0
10435	Ang-ps1	'Ang-ps1	0	0	0	0	0
10436	4930503E14Rik	'4930503E14Rik	0	0	0	0	0
10437	Gm5930	'Gm5930	0	0	0	0	0
10438	Gm3371	'Gm3371	0	0	0	0	0
10439	Gm17184	'Gm17184	0	0	0	0	0
10440	Gm5624	'Gm5624	0	0	0	0	0
10441	Gm8257	'Gm8257	0	0	0	0	0
10442	Gm8267	'Gm8267	0	0	0	0	0
10443	Gm17070	'Gm17070	0	0	0	0	0
10444	Ptgdr	'Ptgdr	0	0	0	0	0
10445	4930431P03Rik	'4930431P03Rik	0.0403474	0	0	0	0.530614
10446	Gm17173	'Gm17173	0.433072	1.3099	4.82896	0.0387333	0.814401
10447	Txndc16	'Txndc16	3.66528	2.69837	8.36733	2.47057	8.0838
10448	Ero1l	'Ero1l	23.7733	8.29567	14.9333	5.56944	7.42096
10449	Gnpnat1	'Gnpnat1	7.89141	10.7958	12.3366	15.2009	17.3283
10450	Gm25353	'Gm25353	0	0	0	0	0
10451	Fermt2	'Fermt2	0.296767	0.328419	0	0	0.0469667
10452	Gm22637	'Gm22637	0	0	0	0	0
10453	Ddhd1,Mir5131	'\Ddhd1,Mir5131\	4.89251	4.13733	10.0461	4.60294	5.9348
10454	A530076I17Rik	'A530076I17Rik	0	0.279402	0	0	0
10455	Gm15516	'Gm15516	2.33423	1.52737	0	1.5614	0.681872
10456	Gm8317	'Gm8317	0.148116	0.253272	0.151293	0.215795	0.0438961
10457	Gm15220	'Gm15220	0	0	0	0	0
10458	Bmp4	'Bmp4	0	0	0	0	0
10459	Gm15219	'Gm15219	0	0	0	0	0
10460	Cnih1	'Cnih1	75.6206	78.9506	92.5644	75.5767	66.7683
10461	Gmfb	'Gmfb	20.9874	23.9945	31.4778	18.6143	24.4007
10462	Gm10101	'Gm10101	0.605223	0	0	0	0.576707
10463	mmu-mir-378c	'mmu-mir-378c	0	0	0	0	0
10464	Gm10371	'Gm10371	0	0	0	0	0
10465	Gch1	'Gch1	21.6625	10.8338	19.7426	0.0222149	0.814296
10466	Wdhd1	'Wdhd1	1.81932	1.54502	7.3638	1.34035	2.31395
10467	Gm24378	'Gm24378	0	0	0	0	0
10468	Dlgap5	'Dlgap5	0.966222	1.96568	0.983928	15.1908	10.6946
10469	Atg14	'Atg14	9.66447	9.9748	12.5364	4.864	4.42562
10470	Gm6055	'Gm6055	21.155	21.8039	27.5636	9.09607	9.76684
10471	Gm23881	'Gm23881	0	0	0	0	0
10472	Otx2	'Otx2	0	0	0	0	0
10473	Gm25380	'Gm25380	0	0	0	0	0
10474	Gm22699	'Gm22699	0	0	0	0	0
10475	Gm23470	'Gm23470	0	0	0	0	0
10476	Exoc5	'Exoc5	9.83543	6.12005	9.63436	8.02002	7.12693
10477	1700011H14Rik	'1700011H14Rik	0	0	0	0	0
10478	Slc35f4	'Slc35f4	0	0	0	0	0
10479	Gm22116	'Gm22116	0	0	0	0	0
10480	Gm22949	'Gm22949	0	0	0	0	0
10481	3632451O06Rik	'3632451O06Rik	0	0	0	0	0
10482	Gm16082	'Gm16082	0	0	0	0	0
10483	Olfr722	'Olfr722	0	0	0	0	0
10484	Olfr723	'Olfr723	0	0	0	0	0
10485	Olfr724	'Olfr724	0	0	0	0	0
10486	Olfr725	'Olfr725	0	0	0	0	0
10487	Olfr726	'Olfr726	0	0	0	0	0
10488	Olfr728	'Olfr728	0	0	0	0	0
10489	Olfr729	'Olfr729	0	0	0	0	0
10490	Olfr730	'Olfr730	0	0	0	0	0
10491	Olfr731	'Olfr731	0	0	0	0	0
10492	Olfr732	'Olfr732	0	0	0	0	0
10493	Olfr733	'Olfr733	0	0	0	0	0
10494	Olfr734	'Olfr734	0	0	0	0	0
10495	Olfr735	'Olfr735	0	0	0	0	0
10496	Olfr747	'Olfr747	0	0	0	0	0
10497	Olfr749	'Olfr749	0	0	0	0	0
10498	Ttc5	'Ttc5	27.9474	30.882	13.5509	46.0811	28.1514
10499	Ccnb1ip1	'Ccnb1ip1	0	0	0	0	0
10500	Rpph1	'Rpph1	1.27927	3.33561	1.14786	8.79558	3.46517
10501	Tep1	'Tep1	2.63458	2.58144	4.66209	0.933866	1.61415
10502	Klhl33	'Klhl33	0	0	0	0	0
10503	A930018M24Rik	'A930018M24Rik	0	0	0	0	0
10504	Osgep	'Osgep	75.0889	49.2927	80.6369	44.8895	41.6699
10505	Tmem55b	'Tmem55b	14.6411	19.4677	13.2633	25.1053	19.8526
10506	Rnase9	'Rnase9	0	0	0	0	0
10507	Rnase11	'Rnase11	0	0	0	0	0
10508	Rnase12	'Rnase12	0.0312237	0	0	0	3.04616
10509	Olfr750	'Olfr750	0	0	0	0	0
10510	Rnase1	'Rnase1	0	0	0	0	0
10511	Ang2	'Ang2	0	0	0	0	0
10512	Ear11	'Ear11	0	2.8607	0	0	0
10513	Gm3719	'Gm3719	0	0	0	0	0
10514	Gm16289	'Gm16289	0	0	0	0	0
10515	Gm16290	'Gm16290	0	0	0	0	0
10516	Gm17175	'Gm17175	0	0	0	0	0
10517	Gm17174	'Gm17174	0	0	0	0	0
10518	Gm17078	'Gm17078	0	0	0	0	0
10519	Gm4181	'Gm4181	0	0	0	0	0
10520	Gm17186	'Gm17186	0	0	0	0	0
10521	Gm17079	'Gm17079	0	0	0	0	0
10522	Gm5800	'Gm5800	0	0	0	0	0
10523	Ang4	'Ang4	0	0	0	0	0
10524	Ear-ps4	'Ear-ps4	0	0	0	0	0
10525	Ndrg2	'Ndrg2	2.84786	2.99149	3.08937	14.6239	4.27357
10526	Rnase13	'Rnase13	0	0	0	0	0
10527	Gm16617	'Gm16617	0	0	0	0	0
10528	Zfp219	'Zfp219	0.972427	0.697265	1.00247	0.264614	1.65872
10529	Olfr221	'Olfr221	0	0	0	0	0
10530	Hnrnpc	'Hnrnpc	1.17035	0.053418	0	0.0947452	0.516041
10531	Hnrnpc	'Hnrnpc	90.4599	93.7047	104.489	115.943	105.317
10532	Supt16	'Supt16	26.904	33.7691	13.7428	43.3812	41.6001
10533	Chd8	'Chd8	9.55714	8.08191	3.09184	24.9142	18.9551
10534	Snord8	'Snord8	0	13.2001	0	31.0103	6.40623
10535	Rab2b	'Rab2b	8.14083	10.8516	4.39647	4.50228	9.60575
10536	Mettl3	'Mettl3	18.6211	19.1136	9.47043	19.2264	14.9681
10537	Sall2	'Sall2	0.04987	0.21837	0.0860291	0.862766	1.53024
10538	Olfr1513	'Olfr1513	0	0	0	0	0
10539	Olfr1512	'Olfr1512	0	0	0	0	0
10540	Olfr1511	'Olfr1511	0	0	0	0	0
10541	Olfr1510	'Olfr1510	0	0	0	0	0
10542	Olfr1508	'Olfr1508	0	0	0	0	0
10543	Olfr1507	'Olfr1507	0	0	0	0	0
10544	Trav10d	'Trav10d	0	1.57512	0	0	0.119454
10545	Gm6740	'Gm6740	0	0	0	0	0
10546	Trav9n-1	'Trav9n-1	0	0.376768	0	0	0.187586
10547	Gm6755	'Gm6755	0	0	0	0	0
10548	Trdv2-1,Trdv2-2	'\Trdv2-1,Trdv2-2\	0	1.3043	0	3.38399	0.544793
10549	Trdv5	'Trdv5	0.745682	0	0	0	0.962434
10550	Trac	'Trac	1021.61	1237.57	1342.97	1394.98	1067.58
10551	Dad1	'Dad1	752.589	898.804	1112.07	791.664	756.248
10552	Olfr49	'Olfr49	0	0	0	0	0
10553	Slc7a7	'Slc7a7	2.45972	3.20896	7.81516	0.212389	2.85454
10554	Gm24424	'Gm24424	0	0	0	0	0
10555	Prmt5	'Prmt5	11.1324	12.1261	4.21501	26.2052	16.8577
10556	Haus4	'Haus4	8.96708	9.99191	7.24909	5.88705	9.97922
10557	Ajuba	'Ajuba	0.0303084	0.48726	0.0288874	0.0534976	0.0441654
10558	4931414P19Rik	'4931414P19Rik	0.397085	0.0541224	0	0.317831	1.31938
10559	Mir686,Psmb5	'\Mir686,Psmb5\	180.808	171.083	302.156	205.141	212.047
10560	Cdh24	'Cdh24	0.011184	0.0898229	0	0.0684967	0.109742
10561	Acin1	'Acin1	37.952	39.3419	35.7243	58.4076	41.1834
10562	Cebpe	'Cebpe	0.147635	0	3.38526	0	0.0247327
10563	Slc7a8	'Slc7a8	0.449457	0.413957	1.80749	0	0.121995
10564	Gm8865	'Gm8865	0	0	0	0	0
10565	Homez	'Homez	0.815819	0.435808	0.0424874	1.84832	1.36719
10566	Ppp1r3e	'Ppp1r3e	5.2238	2.5993	6.71653	1.02075	1.98902
10567	Pabpn1	'Pabpn1	9.5026	5.10223	0.124072	7.96826	9.94104
10568	Slc22a17	'Slc22a17	0.562979	0.675241	2.50778	0	0
10569	Efs	'Efs	0	0	0	0	0
10570	Myh6	'Myh6	0	0	0	0	0
10571	Mir208a	'Mir208a	0	0	0	0	0
10572	Myh7	'Myh7	0	0	0	0	0
10573	Mir208b	'Mir208b	0	0	0	0	0
10574	Zfhx2	'Zfhx2	0.581963	0.491703	0.240974	0.579918	0.572097
10575	Ap1g2	'Ap1g2	19.0718	23.3299	15.8231	32.7138	12.9378
10576	Jph4	'Jph4	0	0	0	0	0
10577	Gm23596	'Gm23596	0	0	0	0	0
10578	Gm8894	'Gm8894	0.0753509	0.0637499	0.317442	0.0689528	0.173309
10579	Nrl	'Nrl	0	0	0	0	0
10580	A730061H03Rik	'A730061H03Rik	0.0782732	0.172032	0	0.0764309	0
10581	Gm15932	'Gm15932	0.997156	0.643697	5.49938	2.13419	1.16838
10582	Emc9	'Emc9	9.42234	6.56986	23.5224	52.9137	11.0913
10583	Psme2	'Psme2	523.983	709.338	804.364	1086.04	858.026
10584	Ipo4,Tm9sf1	'\Ipo4,Tm9sf1\	31.5423	25.9375	46.2088	29.8771	22.804
10585	Mdp1	'Mdp1	31.664	38.9449	39.5381	48.4566	39.5281
10586	Nedd8	'Nedd8	379.532	517.451	543.425	391.351	536.958
10587	Tinf2	'Tinf2	51.2839	41.4696	81.835	12.3862	12.0972
10588	Gm25887	'Gm25887	0	0	0	0	0
10589	Tgm1	'Tgm1	0.0189956	0	0	0	0.124244
10590	Rabggta	'Rabggta	10.7186	9.66146	8.51011	15.0608	14.2577
10591	Dhrs1	'Dhrs1	27.4912	13.5916	28.8581	19.6076	12.991
10592	Cideb	'Cideb	1.27041	0.91985	0.394747	0	0.0371411
10593	Adcy4	'Adcy4	0.0469076	0.0535786	1.43312	0	0
10594	Ripk3	'Ripk3	34.6059	37.3816	54.182	26.0726	29.0741
10595	Gm26751	'Gm26751	0	0	0.0827809	0.50135	0.0262582
10596	Cbln3	'Cbln3	0.0243745	0.0341254	0.0108712	0.016275	0.0211526
10597	Sdr39u1	'Sdr39u1	37.5582	30.8177	50.6834	56.4811	43.5054
10598	Cma1	'Cma1	2.06856	0	0	0	0.339152
10599	Gm5801	'Gm5801	0.33455	0.135515	0	0.0382851	0.304213
10600	Mcpt9	'Mcpt9	0	0	0	0	0
10601	Mcpt4	'Mcpt4	0	0	0	0	0
10602	Mcpt8	'Mcpt8	0	1.15868	0	0	0
10603	mmu-mir-6949	'mmu-mir-6949	0	0	0	0	0
10604	Ctsg	'Ctsg	0	0	0	0	0
10605	Gzme	'Gzme	0	0	0	0	0
10606	Gzmd	'Gzmd	0	0	0	0	0
10607	Gzmg	'Gzmg	0	0	0	0	0
10608	Gzmn	'Gzmn	0	0	0	0	0
10609	Gzmf	'Gzmf	0	0	0	0	0
10610	Gzmc	'Gzmc	0.276832	2.5363	3.58665	0.434477	0.731461
10611	Gzmb	'Gzmb	18.3935	103.026	98.289	0.0231439	1.17139
10612	Cenpj	'Cenpj	0.303973	0.425981	0.045977	3.05807	1.09986
10613	Gm16573	'Gm16573	0.0906944	0.029776	0.0738123	0.0326655	0.757714
10614	Gm16973	'Gm16973	1.4201	0.798491	1.46261	1.6225	1.43565
10615	Pspc1	'Pspc1	9.37362	4.11902	10.9563	1.15227	4.23828
10616	C030013D06Rik	'C030013D06Rik	0.0136136	0.10499	0.0452108	0.0199086	0.0760798
10617	Gm4479	'Gm4479	0	1.18208	0	0	0
10618	Zmym5	'Zmym5	6.70635	4.36511	5.94125	7.44004	9.29622
10619	Gm22498	'Gm22498	0	0	0	0	0
10620	Gm24247	'Gm24247	0	0	0	0	0
10621	Gm22218	'Gm22218	0	0	0	0	0
10622	Gja3	'Gja3	0	0	0	0	0
10623	Gjb2	'Gjb2	0.575993	0.24201	0.364998	0.085653	0.388508
10624	Gm4491	'Gm4491	0	0	0	0	0
10625	Gjb6	'Gjb6	0.222398	0	0	0	0
10626	Cryl1	'Cryl1	7.31832	11.4088	2.26295	12.9332	13.3586
10627	Gm23593	'Gm23593	0	0	0	0	0
10628	Gm15836	'Gm15836	0	0	0	0.0330692	0
10629	2310043D23Rik	'2310043D23Rik	0	0	0.0259606	0	0
10630	N6amt2	'N6amt2	45.3386	71.7789	103.698	133.25	105.061
10631	Lats2,Xpo4	'\Lats2,Xpo4\	31.0573	27.3742	30.1246	16.6369	21.4554
10632	Ska3	'Ska3	1.0519	1.17488	0.390267	0	1.0358
10633	Gm22738	'Gm22738	1.80866	0	3.83876	0.413986	2.53546
10634	Zdhhc20	'Zdhhc20	15.1066	15.6081	10.067	28.8868	23.9347
10635	Micu2	'Micu2	18.0622	7.49807	14.6975	9.04015	16.952
10636	Gm17109	'Gm17109	0	0	0	0	0
10637	Gm25614	'Gm25614	0	0	0	0	0
10638	Gm9022	'Gm9022	0	0	0	0	0
10639	1700129C05Rik	'1700129C05Rik	0	0	0	0	0
10640	Gm5142	'Gm5142	0	0	0	0	0
10641	Gm6904	'Gm6904	0.652598	0.655382	0.388916	4.75797	3.74149
10642	Phf11a,Phf11b	'\Phf11a,Phf11b\	52.2737	58.9893	59.4482	103.962	106.063
10643	Phf11c,Setdb2	'\Phf11c,Setdb2\	9.36008	9.0508	9.55801	54.1372	20.7328
10644	Phf11d	'Phf11d	8.12812	6.43268	6.2849	13.1791	11.951
10645	Gm16301	'Gm16301	0.993314	0.551073	0	0	0.616157
10646	Cdadc1	'Cdadc1	16.8189	17.8895	22.2667	15.0212	8.33889
10647	Atp8a2	'Atp8a2	1.01729	0.553249	0	1.53617	0.789211
10648	Gm9013	'Gm9013	0.167262	0.0901306	0.596144	0.215179	0.221443
10649	Mir719,Nupl1	'\Mir719,Nupl1\	4.64954	13.364	1.53104	3.18909	5.48916
10650	Gm15919	'Gm15919	0	0	0	0	0
10651	Tnfrsf19	'Tnfrsf19	0	0.0645216	0	0	0.314746
10652	Sgcg	'Sgcg	0	0	0	0	0
10653	Ebpl	'Ebpl	7.51769	8.41563	5.7818	8.21135	4.97125
10654	Gm25716	'Gm25716	0	0	0	0	0
10655	Kpna3	'Kpna3	19.7551	24.3605	15.8222	14.3927	17.2689
10656	Spryd7	'Spryd7	8.86769	12.7005	9.27865	3.63067	2.56204
10657	Dleu2	'Dleu2	6.64837	7.47084	19.0338	1.52213	12.3617
10658	Gm27010	'Gm27010	9.22358	11.5783	2.72026	19.4078	10.7171
10659	Mir16-1	'Mir16-1	0	0	0	0	0
10660	Mir15a	'Mir15a	0	0	0	0	0
10661	Dleu2	'Dleu2	0.124998	0.0112644	0	0.174321	0.0157607
10662	Gm26969	'Gm26969	0	0	0	0	0
10663	Dleu7	'Dleu7	0	0	0	0.108454	0
10664	Gucy1b2	'Gucy1b2	0.00518057	0	0	0	0
10665	Gm23816	'Gm23816	0	0	0	0	0
10666	Ints6	'Ints6	4.56057	2.80608	4.5857	2.39011	3.72056
10667	Gm26536	'Gm26536	0.0139736	0	0	0	0
10668	Defb48	'Defb48	0	0	0	0	0
10669	Defb30	'Defb30	0	0	0	0	0
10670	Fdft1	'Fdft1	16.9446	16.1797	19.0874	17.6074	10.7178
10671	Neil2	'Neil2	0.0242255	0	12.3848	0	0
10672	Gata4	'Gata4	0	0	0	0	0
10673	Blk	'Blk	2.12999	5.98479	2.75895	0.519458	12.2944
10674	Gm21430	'Gm21430	0	0	0	0	0
10675	Tdh	'Tdh	0	0	0	0	0
10676	Mtmr9	'Mtmr9	3.56492	3.90282	3.70185	4.34894	5.10205
10677	Gm15918	'Gm15918	0.0553041	0	0	0	0
10678	4930578I06Rik	'4930578I06Rik	0	0	0	0	0
10679	Prss55	'Prss55	0	0	0	0	0.0927636
10680	4930471C04Rik	'4930471C04Rik	0.15725	0.150945	0.107175	0	0.403045
10681	Gm17116	'Gm17116	0	0	0	0	0
10682	Msra	'Msra	14.5551	18.7486	9.98892	32.5723	22.9869
10683	Hmbox1	'Hmbox1	2.49202	3.39933	5.33553	2.97846	1.82147
10684	Ints9	'Ints9	1.10014	0.132193	0.256456	2.93891	2.34348
10685	Extl3	'Extl3	5.20396	3.59533	4.19646	4.70805	7.96286
10686	Fzd3	'Fzd3	0	0	0	0	0
10687	ZNRD1-AS1_2	'ZNRD1-AS1_2	0	0	0	0	0
10688	Pnoc	'Pnoc	0	0	0	0.0851497	0
10689	Elp3	'Elp3	7.07625	6.5809	4.38214	13.2299	10.3836
10690	Esco2	'Esco2	0.214177	1.55578	3.08076	0	2.87315
10691	Scara3	'Scara3	0.146308	0	0	0	0
10692	Gulo	'Gulo	0	0	0	0	0
10693	Adam2	'Adam2	0	0	0	0	0
10694	Ephx2	'Ephx2	0	0	0	0	0
10695	Ptk2b	'Ptk2b	47.2389	40.2053	61.2976	32.3396	49.0174
10696	1700001G11Rik	'1700001G11Rik	0.599334	2.13734	0	1.66173	0.0672261
10697	Gm23899	'Gm23899	0	0	0	0	0
10698	Dpysl2	'Dpysl2	141.763	95.4726	30.8501	56.1686	50.7987
10699	Bnip3l	'Bnip3l	306.551	348.942	472.088	305.533	248.86
10700	Ppp2r2a	'Ppp2r2a	14.1873	9.85547	8.01466	10.4879	11.2337
10701	Gm20675	'Gm20675	0	0	0	0	0
10702	Gm23178	'Gm23178	0	0	0	0	0
10703	Gm6878	'Gm6878	0	0	0	0	0
10704	1700120O09Rik	'1700120O09Rik	0	0	0	0	0
10705	4930438E09Rik	'4930438E09Rik	0	0	0	0	0
10706	Gm10860	'Gm10860	0	0	0	0	0
10707	Gm20667	'Gm20667	0	0	0	0	0.0454529
10708	Cdca2	'Cdca2	1.16471	0.476075	0.925644	0.99096	3.05828
10709	Dock5	'Dock5	1.33819	1.39695	1.07407	0.00420187	0.144974
10710	mmu-mir-6539	'mmu-mir-6539	0	0	0	0	0
10711	Nefm	'Nefm	0	0	0	0	0
10712	Gm22319	'Gm22319	0	0	0	0	0
10713	Adam7	'Adam7	0	0	0	0	0
10714	Adamdec1	'Adamdec1	0.0923789	0	0	0	0
10715	Adam28	'Adam28	0.64762	0.0430523	0.033692	0.0969593	0.173647
10716	1700092C10Rik	'1700092C10Rik	0	0	0	0	0
10717	Slc25a37	'Slc25a37	2.24601	1.88271	1.32372	1.57959	3.6169
10718	Synb	'Synb	0.453094	0.606073	0.285232	0.425432	0.328043
10719	Gm16677	'Gm16677	0	0	0	0	0
10720	RP24-67I21.5	'RP24-67I21.5	0	0	0	0	0
10721	Gm21464	'Gm21464	0	0	0	0	0
10722	SYNB	'SYNB	0	0	0	0	0
10723	RP24-175I14.4	'RP24-175I14.4	0	0	0	0	0
10724	RP24-175I14.7	'RP24-175I14.7	0	0	0	0	0
10725	RP23-103I12.3	'RP23-103I12.3	0	0	0	0	0
10726	RP23-103I12.3	'RP23-103I12.3	0	0	0	0	0
10727	R3hcc1	'R3hcc1	8.79892	10.0788	10.3987	11.0199	9.73707
10728	Chmp7	'Chmp7	10.4055	11.5267	10.6423	5.95401	9.78262
10729	Rhobtb2	'Rhobtb2	3.501	4.59528	5.59954	5.30858	3.75658
10730	Ccar2	'Ccar2	2.40553	3.91759	1.54768	4.08637	10.1729
10731	9930012K11Rik	'9930012K11Rik	1.1909	2.40769	0.535139	8.6366	3.05366
10732	Pdlim2	'Pdlim2	19.1404	49.0081	26.8708	130.661	99.5497
10733	Sorbs3	'Sorbs3	0.83546	0	0	0	0.234676
10734	Ppp3cc	'Ppp3cc	4.14849	4.50113	1.92233	5.98721	7.04811
10735	Slc39a14	'Slc39a14	2.84492	3.99115	4.09478	2.85059	0.989383
10736	Piwil2	'Piwil2	0.1335	0.114715	1.3975	0	0.0620491
10737	Gm22725	'Gm22725	0	0	0	0	0
10738	Gm24890	'Gm24890	0	0	0	0	0
10739	Polr3d	'Polr3d	3.31072	2.92602	1.2748	2.755	2.49719
10740	Bmp1	'Bmp1	0	0	1.89004	0	0.17227
10741	Sftpc	'Sftpc	11.2907	13.9675	24.8407	0.0325167	0.0209867
10742	Fam160b2	'Fam160b2	2.66215	2.17472	1.35941	1.2503	2.92569
10743	Dmtn	'Dmtn	0	0	0.0125237	0	0.0139785
10744	Fgf17	'Fgf17	0	0	0	0	0
10745	Npm2	'Npm2	0	0	0	0	0
10746	Xpo7	'Xpo7	4.03517	3.82277	2.00979	2.99764	5.44365
10747	Gm9192	'Gm9192	0	0	0	0	0
10748	Fndc3a	'Fndc3a	16.2396	14.4347	4.64139	14.6836	15.4117
10749	Cysltr2	'Cysltr2	10.2494	6.64289	4.38492	0.0302748	3.0619
10750	Gm17233	'Gm17233	0.14157	0.283587	0	0.116269	0.0251688
10751	Rb1	'Rb1	2.04012	3.85613	7.25868	2.70658	3.56996
10752	Rb1	'Rb1	9.7449	7.34926	12.4462	5.8414	6.67021
10753	Mir687	'Mir687	0	0	0	0	0
10754	Rb1	'Rb1	19.5239	17.5056	16.1926	8.45702	10.4988
10755	Itm2b	'Itm2b	1251.9	920.095	2361.42	635.889	401.946
10756	Nudt15	'Nudt15	1.47415	1.47755	1.62621	1.84203	0.910004
10757	Gm24540	'Gm24540	0	0	0	0	0
10758	Gm16409	'Gm16409	0.501112	0.543729	0.727535	1.20716	0.699839
10759	Gm22164	'Gm22164	0	0	0	0	0
10760	Gm6984	'Gm6984	0.0425205	0.0180087	0	0.0563612	0.231567
10761	Lrch1	'Lrch1	4.5172	4.25386	1.68332	4.15783	6.56122
10762	5031414D18Rik	'5031414D18Rik	0.669288	2.8371	0.401048	0	0.593731
10763	Lrrc63	'Lrrc63	0	0	0	0	0
10764	Gm15628	'Gm15628	0	0	0	0	0.0702877
10765	Gm15629	'Gm15629	0	0	0	0	0
10766	Spert	'Spert	0	0	0	0	0
10767	Gm23622	'Gm23622	0	0	0	0	0
10768	Cog3	'Cog3	4.86418	3.6646	1.45328	3.09826	3.06862
10769	Gm24876	'Gm24876	0	0	0	0	0
10770	Slc25a30	'Slc25a30	3.60268	2.34816	2.64976	2.71012	4.58822
10771	Gm4285	'Gm4285	1.52324	1.22523	1.03102	0.995855	1.36615
10772	Gtf2f2	'Gtf2f2	37.4623	39.7722	63.7934	39.85	30.3015
10773	Gm25517	'Gm25517	0	0	0	0	0
10774	Gpalpp1	'Gpalpp1	5.18965	5.31706	3.15331	2.81871	4.83808
10775	Rps2-ps6	'Rps2-ps6	0.308949	0.391434	0.282074	0.351484	0.312675
10776	4930444M15Rik	'4930444M15Rik	0	0	0	0	0
10777	Serp2	'Serp2	1.55349	0.107662	0.15824	0	0.564752
10778	Lacc1	'Lacc1	0.231126	0.588946	4.22293	0	0.913386
10779	Gm10132	'Gm10132	3.27209	3.19377	2.06046	5.97066	3.05282
10780	Gm6994	'Gm6994	0	0	0	0	0
10781	Gm23823	'Gm23823	0	0	0	0	0
10782	Gm1587	'Gm1587	0	0	0	0	0
10783	Dnajc15	'Dnajc15	172.655	256.013	89.1598	126.375	155.167
